queue_order,diversity,job_duration_s,slow_reconfig_s,fast_reconfig_s,window_size,static_makespan_s,per_job_makespan_s,stratocs_makespan_s,oracle_makespan_s,static_speedup,per_job_speedup,oracle_loss_pct,reconfig_fraction,slow_reconfig_reduction_pct,retained_improvement_pct,verdict
clustered,medium,43200,1,0.01,10,864000.0,792155.92,796055.0800000001,792135.7200000001,1.0853520336808853,0.995101896718001,0.49478389890056373,2.7636278635392915e-06,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,1,0.01,10,864000.0,792155.9199999999,796055.0800000001,792135.72,1.0853520336808853,0.9951018967180009,0.49478389890056373,2.7636278635392915e-06,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,1,0.01,20,864000.0,792155.92,796054.08,792135.7200000001,1.0853533970958356,0.9951031467610845,0.4946576579073936,1.507435273744216e-06,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,1,0.01,20,864000.0,792155.9199999999,796054.08,792135.72,1.0853533970958356,0.9951031467610844,0.4946576579074069,1.507435273744216e-06,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,5,0,2,864000.0,792235.7200000001,793692.3200000001,792135.7200000001,1.0885830418517846,0.9981647800245819,0.19650672993258844,6.299670381086716e-05,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,5,0,2,864000.0,792235.72,794196.464,792135.72,1.0878923218283565,0.9975314315580552,0.26015036918168644,6.295673158728915e-05,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,5,0,5,864000.0,792235.7200000001,794634.32,792135.7200000001,1.0872925800637456,0.9969815046498371,0.31542574547702706,2.5168809723697815e-05,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,5,0,5,864000.0,792235.72,795784.0879999999,792135.72,1.085721964503201,0.9955413452176016,0.460573599685663,2.513245288201854e-05,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,5,0,10,864000.0,792235.7200000001,796062.8800000001,792135.7200000001,1.0853413991618348,0.995192389827296,0.49576857864710444,1.2561821749558274e-05,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,5,0,10,864000.0,792235.72,796062.8800000001,792135.72,1.0853413991618348,0.9951923898272959,0.49576857864711776,1.2561821749558274e-05,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,5,0,20,864000.0,792235.7200000001,796057.88,792135.7200000001,1.0853482161372487,0.9951986405812604,0.4951373736813647,6.280950324868338e-06,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,5,0,20,864000.0,792235.72,796057.88,792135.72,1.0853482161372487,0.9951986405812603,0.4951373736813647,6.280950324868338e-06,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,5,0.001,2,864000.0,792235.7400000001,793692.3400000001,792135.7200000001,1.0885830144209279,0.998164780070827,0.19650925475245273,6.302190090432269e-05,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,5,0.001,2,864000.0,792235.74,794196.484,792135.72,1.0878922944322917,0.9975314316202135,0.2601528940015507,6.298191269386948e-05,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,5,0.001,5,864000.0,792235.7400000001,794634.34,792135.7200000001,1.0872925526978863,0.996981504725809,0.31542827029689136,2.5193977899319075e-05,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,5,0.001,5,864000.0,792235.74,795784.1079999999,792135.72,1.0857219372163371,0.9955413453296509,0.4605761245055273,2.5157584702628552e-05,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,5,0.001,10,864000.0,792235.7400000001,796062.9000000001,792135.7200000001,1.0853413718941052,0.9951923899480807,0.49577110346696873,1.2586945076827468e-05,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,5,0.001,10,864000.0,792235.74,796062.9000000001,792135.72,1.0853413718941052,0.9951923899480806,0.49577110346698205,1.2586945076827468e-05,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,5,0.001,20,864000.0,792235.7400000001,796057.9,792135.7200000001,1.0853481888691765,0.9951986407018888,0.49513989850122897,6.306073967735261e-06,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,5,0.001,20,864000.0,792235.74,796057.9,792135.72,1.0853481888691765,0.9951986407018887,0.49513989850122897,6.306073967735261e-06,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,5,0.01,2,864000.0,792235.92,793692.52,792135.7200000001,1.0885827675432798,0.9981647804870329,0.19653197813120915,6.324867468827853e-05,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,5,0.01,2,864000.0,792235.9199999999,794196.664,792135.72,1.0878920478677714,0.9975314321796387,0.26017561738030714,6.320854259602098e-05,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,5,0.01,5,864000.0,792235.92,794634.5199999999,792135.7200000001,1.087292306405214,0.9969815054095562,0.3154509936756478,2.5420491422899678e-05,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,5,0.01,5,864000.0,792235.9199999999,795784.2879999998,792135.72,1.085721691634625,0.9955413463380943,0.46059884788428374,2.5383771031272487e-05,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,5,0.01,10,864000.0,792235.92,796063.0800000001,792135.7200000001,1.0853411264845996,0.9951923910351426,0.49579382684572515,1.2813054965443188e-05,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,5,0.01,10,864000.0,792235.9199999999,796063.0800000001,792135.72,1.0853411264845996,0.9951923910351425,0.4957938268457385,1.2813054965443188e-05,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,5,0.01,20,864000.0,792235.92,796058.08,792135.7200000001,1.085347943456588,0.995198641787544,0.4951626218799854,6.5321866967294655e-06,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,5,0.01,20,864000.0,792235.9199999999,796058.08,792135.72,1.085347943456588,0.9951986417875439,0.4951626218799854,6.5321866967294655e-06,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,30,0,2,864000.0,792735.7200000001,793942.3200000001,792135.7200000001,1.0882402641038205,0.9984802422422828,0.2280669782193323,0.00037786120281382656,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,30,0,2,864000.0,792735.72,794446.464,792135.72,1.0875499787747474,0.9978468928935,0.2917106174684303,0.0003776215204078984,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,30,0,5,864000.0,792735.7200000001,794734.32,792135.7200000001,1.087155767980424,0.9974851973172622,0.3280498447917335,0.00015099385666394777,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,30,0,5,864000.0,792735.72,795884.0879999999,792135.72,1.085585547323509,0.9960444912952499,0.473197699000365,0.00015077577046159846,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,30,0,10,864000.0,792735.7200000001,796112.8800000001,792135.7200000001,1.0852732341172522,0.9957579382461441,0.5020806283044577,7.536619681369807e-05,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,30,0,10,864000.0,792735.72,796112.8800000001,792135.72,1.0852732341172522,0.995757938246144,0.502080628304471,7.536619681369807e-05,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,30,0,20,864000.0,792735.7200000001,796082.88,792135.7200000001,1.0853141321164952,0.995795462904566,0.4982933985100413,3.7684518476267196e-05,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,30,0,20,864000.0,792735.72,796082.88,792135.72,1.0853141321164952,0.9957954629045659,0.4982933985100413,3.7684518476267196e-05,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,30,0.001,2,864000.0,792735.7400000001,793942.3400000001,792135.7200000001,1.0882402366902362,0.9984802422805666,0.2280695030391966,0.00037788638404144054,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,30,0.001,2,864000.0,792735.74,794446.484,792135.72,1.0875499513959221,0.9978468929476972,0.2917131422882946,0.00037764668566875526,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,30,0.001,5,864000.0,792735.7400000001,794734.34,792135.7200000001,1.087155740621451,0.9974851973805487,0.3280523696115978,0.00015101901850623443,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,30,0.001,5,864000.0,792735.74,795884.1079999999,792135.72,1.0855855200435016,0.9960444913946414,0.4732002238202293,0.00015080089596715402,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,30,0.001,10,864000.0,792735.7400000001,796112.9000000001,792135.7200000001,1.0852732068529474,0.9957579383527135,0.502083153124322,7.539131698531702e-05,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,30,0.001,10,864000.0,792735.74,796112.9000000001,792135.72,1.0852732068529474,0.9957579383527134,0.5020831531243353,7.539131698531702e-05,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,30,0.001,20,864000.0,792735.7400000001,796082.9,792135.7200000001,1.0853141048501356,0.9957954630101966,0.4982959233299056,3.7709640541204944e-05,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,30,0.001,20,864000.0,792735.74,796082.9,792135.72,1.0853141048501356,0.9957954630101965,0.4982959233299056,3.7709640541204944e-05,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,30,0.01,2,864000.0,792735.92,793942.52,792135.7200000001,1.0882399899680395,0.998480242625121,0.22809222641795301,0.00037811301503287665,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,30,0.01,2,864000.0,792735.9199999999,794446.664,792135.72,1.0875497049865577,0.9978468934354714,0.29173586566705545,0.00037787317295944975,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,30,0.01,5,864000.0,792735.92,794734.5199999999,792135.7200000001,1.087155494390756,0.9974851979501282,0.3280750929903542,0.00015124547502982507,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,30,0.01,5,864000.0,792735.9199999999,795884.2879999998,792135.72,1.0855852745234988,0.9960444922891647,0.4732229471989857,0.00015102702546032935,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,30,0.01,10,864000.0,792735.92,796113.0800000001,792135.7200000001,1.0852729614742669,0.9957579393118374,0.5021058765030784,7.561739847309128e-05,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,30,0.01,10,864000.0,792735.9199999999,796113.0800000001,792135.72,1.0852729614742669,0.9957579393118373,0.5021058765030917,7.561739847309128e-05,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,30,0.01,20,864000.0,792735.92,796083.08,792135.7200000001,1.0853138594529608,0.9957954639608722,0.498318646708662,3.793573906884191e-05,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,30,0.01,20,864000.0,792735.9199999999,796083.08,792135.72,1.0853138594529608,0.995795463960872,0.498318646708662,3.793573906884191e-05,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,120,0,2,864000.0,794535.7200000001,794842.3200000001,792135.7200000001,1.087008049596554,0.9996142631157334,0.34168387205162354,0.0015097334022174359,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,120,0,2,864000.0,794535.72,795346.464,792135.72,1.0863193257742074,0.9989809116364866,0.4053275113007171,0.0015087768413530659,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,120,0,5,864000.0,794535.7200000001,795094.32,792135.7200000001,1.0866635294288105,0.9992974418431264,0.3734966023246411,0.0006037019607937836,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,120,0,5,864000.0,794535.72,796244.0879999999,792135.72,1.0850947291924522,0.9978547707489932,0.5186444565332771,0.000602830405106918,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,120,0,10,864000.0,794535.7200000001,796292.8800000001,792135.7200000001,1.0850279108360228,0.9977933244863372,0.5248040070709115,0.00030139664189889526,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,120,0,10,864000.0,794535.72,796292.8800000001,792135.72,1.0850279108360228,0.9977933244863371,0.5248040070709248,0.00030139664189889526,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,120,0,20,864000.0,794535.7200000001,796172.88,792135.7200000001,1.0851914473650497,0.9979437129282777,0.5096550878932682,0.0001507210343562569,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,120,0,20,864000.0,794535.72,796172.88,792135.72,1.0851914473650497,0.9979437129282775,0.5096550878932682,0.0001507210343562569,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,120,0.001,2,864000.0,794535.7400000001,794842.3400000001,792135.7200000001,1.0870080222450151,0.9996142631254394,0.34168639687148783,0.001509758526451925,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,120,0.001,2,864000.0,794535.74,795346.484,792135.72,1.08631929845731,0.998980911662106,0.4053300361205814,0.0015088019496929874,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,120,0.001,5,864000.0,794535.7400000001,795094.34,792135.7200000001,1.086663502094607,0.9992974418607987,0.3734991271445054,0.0006037270998558486,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,120,0.001,5,864000.0,794535.74,796244.1079999999,792135.72,1.0850947019371073,0.9978547708028692,0.5186469813531414,0.0006028555078979748,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,120,0.001,10,864000.0,794535.7400000001,796292.9000000001,792135.7200000001,1.0850278835840428,0.997793324541761,0.5248065318907758,0.00030142175071509486,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,120,0.001,10,864000.0,794535.74,796292.9000000001,792135.72,1.0850278835840428,0.9977933245417608,0.5248065318907891,0.00030142175071509486,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,120,0.001,20,864000.0,794535.7400000001,796172.9,792135.7200000001,1.085191420104854,0.997943712979932,0.5096576127131325,0.0001507461507418803,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,120,0.001,20,864000.0,794535.74,796172.9,792135.72,1.085191420104854,0.9979437129799319,0.5096576127131325,0.0001507461507418803,95.0,94.54922528967104,narrow_keep
clustered,medium,43200,120,0.01,2,864000.0,794535.92,794842.52,792135.7200000001,1.0870077760812293,0.9996142632127935,0.34170912025024425,0.00150998464450543,50.0,97.90354818833504,narrow_keep
random_avg,medium,43200,120,0.01,2,864000.0,794535.9199999999,795346.664,792135.72,1.0863190526052953,0.9989809118926812,0.4053527594993378,0.0015090279246954576,50.0,97.20202581866816,narrow_keep
clustered,medium,43200,120,0.01,5,864000.0,794535.92,795094.5199999999,792135.7200000001,1.0866632560868361,0.9992974420198496,0.3735218505232618,0.0006039533513575217,80.0,96.5509986324223,narrow_keep
random_avg,medium,43200,120,0.01,5,864000.0,794535.9199999999,796244.2879999998,792135.72,1.0850944566390648,0.9978547712877539,0.5186697047318978,0.0006030814329607394,80.0,94.95108279106122,narrow_keep
clustered,medium,43200,120,0.01,10,864000.0,794535.92,796293.0800000001,792135.7200000001,1.0850276383162842,0.9977933250405742,0.5248292552695322,0.00030164773000413363,90.0,94.54922528967099,narrow_keep
random_avg,medium,43200,120,0.01,10,864000.0,794535.9199999999,796293.0800000001,792135.72,1.0850276383162842,0.997793325040574,0.5248292552695455,0.00030164773000413363,90.0,94.54922528967089,narrow_keep
clustered,medium,43200,120,0.01,20,864000.0,794535.92,796173.08,792135.7200000001,1.0851911747631557,0.9979437134448205,0.5096803360918889,0.00015097219815570756,95.0,94.54922528967114,narrow_keep
random_avg,medium,43200,120,0.01,20,864000.0,794535.9199999999,796173.08,792135.72,1.0851911747631557,0.9979437134448204,0.5096803360918889,0.00015097219815570756,95.0,94.54922528967104,narrow_keep
clustered,medium,259200,1,0,2,5184000.0,4752834.32,4761863.92,4752814.32,1.0886493371276347,0.9981037677363952,0.19040508193048922,2.1000180114344805e-06,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,1,0,2,5184000.0,4752834.32,4764888.784,4752814.32,1.087958533015933,0.99747041945505,0.25404872117957833,2.0986854417745616e-06,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,1,0,5,5184000.0,4752834.32,4767689.92,4752814.32,1.087319034372101,0.9968841094430907,0.31298508627619626,8.389807363982262e-07,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,1,0,5,5184000.0,4752834.32,4774588.528,4752814.32,1.0857483424463366,0.9954440557218482,0.45813294048481445,8.377687827518029e-07,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,1,0,10,5184000.0,4752834.32,4776319.279999999,4752814.32,1.0853545787248964,0.9950830422709934,0.49454824904666683,4.1873247635991375e-07,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,1,0,10,5184000.0,4752834.32,4776319.279999999,4752814.32,1.0853545787248964,0.9950830422709934,0.49454824904666683,4.1873247635991375e-07,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,1,0,20,5184000.0,4752834.32,4776318.28,4752814.32,1.085354805961549,0.9950832506078301,0.4945272088811681,2.093662820141877e-07,95.0,94.54922528967103,narrow_keep
random_avg,medium,259200,1,0,20,5184000.0,4752834.32,4776318.28,4752814.32,1.085354805961549,0.9950832506078302,0.4945272088811592,2.093662820141877e-07,95.0,94.54922528967111,narrow_keep
clustered,medium,259200,1,0.001,2,5184000.0,4752834.34,4761863.9399999995,4752814.32,1.0886493325552684,0.9981037677443595,0.19040550273379253,2.104218038619558e-06,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,1,0.001,2,5184000.0,4752834.34,4764888.804,4752814.32,1.0879585284493662,0.9974704194656665,0.25404914198287276,2.1028828038315295e-06,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,1,0.001,5,5184000.0,4752834.34,4767689.9399999995,4752814.32,1.0873190298109026,0.9968841094561616,0.31298550707949957,8.431756365431767e-07,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,1,0.001,5,5184000.0,4752834.34,4774588.5479999995,4752814.32,1.0857483378983048,0.9954440557409311,0.4581333612881133,8.419576231387318e-07,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,1,0.001,10,5184000.0,4752834.34,4776319.299999999,4752814.32,1.0853545741801645,0.9950830422915823,0.49454866984997015,4.229197993526104e-07,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,1,0.001,10,5184000.0,4752834.34,4776319.299999999,4752814.32,1.0853545741801645,0.9950830422915823,0.49454866984997015,4.229197993526104e-07,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,1,0.001,20,5184000.0,4752834.34,4776318.3,4752814.32,1.085354801416815,0.9950832506284182,0.4945276296844492,2.13553606760253e-07,95.0,94.54922528967103,narrow_keep
random_avg,medium,259200,1,0.001,20,5184000.0,4752834.34,4776318.3,4752814.32,1.085354801416815,0.9950832506284182,0.4945276296844492,2.13553606760253e-07,95.0,94.54922528967111,narrow_keep
clustered,medium,259200,1,0.01,2,5184000.0,4752834.5200000005,4761864.12,4752814.32,1.0886492914039723,0.9981037678160376,0.19040928996358897,2.1420182816976304e-06,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,1,0.01,2,5184000.0,4752834.5200000005,4764888.984,4752814.32,1.0879584873502677,0.9974704195612144,0.2540529292126781,2.1406590607586284e-06,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,1,0.01,5,5184000.0,4752834.5200000005,4767690.12,4752814.32,1.087318988760117,0.9968841095737994,0.3129892943093182,8.809297362639835e-07,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,1,0.01,5,5184000.0,4752834.5200000005,4774588.728,4752814.32,1.0857482969660213,0.9954440559126769,0.4581371485179231,8.796571850419154e-07,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,1,0.01,10,5184000.0,4752834.5200000005,4776319.4799999995,4752814.32,1.0853545332775774,0.9950830424768824,0.4945524570797666,4.606057047088484e-07,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,1,0.01,10,5184000.0,4752834.5200000005,4776319.4799999995,4752814.32,1.0853545332775774,0.9950830424768824,0.4945524570797666,4.606057047088484e-07,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,1,0.01,20,5184000.0,4752834.5200000005,4776318.48,4752814.32,1.0853547605142109,0.9950832508137104,0.49453141691426783,2.5123952789680804e-07,95.0,94.54922528967103,narrow_keep
random_avg,medium,259200,1,0.01,20,5184000.0,4752834.5200000005,4776318.48,4752814.32,1.0853547605142109,0.9950832508137105,0.49453141691425895,2.5123952789680804e-07,95.0,94.54922528967111,narrow_keep
clustered,medium,259200,5,0,2,5184000.0,4752914.32,4761903.92,4752814.32,1.088640192471586,0.9981121836662341,0.19124668855146076,1.050000185640033e-05,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,5,0,2,5184000.0,4752914.32,4764928.784,4752814.32,1.0879493999591796,0.997478835359065,0.2548903278005499,1.0493339119976655e-05,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,5,0,5,5184000.0,4752914.32,4767705.92,4752814.32,1.08731538542545,0.9968975435464779,0.3133217289245982,4.194889604264854e-06,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,5,0,5,5184000.0,4752914.32,4774604.528,4752814.32,1.0857447040331505,0.9954574752436964,0.4584695831332075,4.188829876671105e-06,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,5,0,10,5184000.0,4752914.32,4776327.279999999,4752814.32,1.0853527608350995,0.9950981248504397,0.4947165703708567,2.093658875067707e-06,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,5,0,10,5184000.0,4752914.32,4776327.279999999,4752814.32,1.0853527608350995,0.9950981248504397,0.4947165703708567,2.093658875067707e-06,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,5,0,20,5184000.0,4752914.32,4776322.28,4752814.32,1.0853538970155088,0.9950991665495403,0.4946113695432519,1.046830533386872e-06,95.0,94.54922528967103,narrow_keep
random_avg,medium,259200,5,0,20,5184000.0,4752914.32,4776322.28,4752814.32,1.0853538970155088,0.9950991665495403,0.49461136954324303,1.046830533386872e-06,95.0,94.54922528967111,narrow_keep
clustered,medium,259200,5,0.001,2,5184000.0,4752914.34,4761903.9399999995,4752814.32,1.0886401878992966,0.998112183674163,0.19124710935476408,1.0504201813025235e-05,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,5,0.001,2,5184000.0,4752914.34,4764928.804,4752814.32,1.0879493953926898,0.997478835369646,0.2548907486038532,1.0497536411562952e-05,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,5,0.001,5,5184000.0,4752914.34,4767705.9399999995,4752814.32,1.0873153808642821,0.9968975435594923,0.3133221497279015,4.1990844762544235e-06,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,5,0.001,5,5184000.0,4752914.34,4774604.5479999995,4752814.32,1.0857446994851492,0.9954574752627231,0.4584700039365064,4.193018688983929e-06,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,5,0.001,10,5184000.0,4752914.34,4776327.299999999,4752814.32,1.0853527562903826,0.9950981248709654,0.49471699117416,2.097846184033494e-06,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,5,0.001,10,5184000.0,4752914.34,4776327.299999999,4752814.32,1.0853527562903826,0.9950981248709654,0.49471699117416,2.097846184033494e-06,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,5,0.001,20,5184000.0,4752914.34,4776322.3,4752814.32,1.0853538924707824,0.9950991665700617,0.4946117903465552,1.051017851119469e-06,95.0,94.54922528967103,narrow_keep
random_avg,medium,259200,5,0.001,20,5184000.0,4752914.34,4776322.3,4752814.32,1.0853538924707824,0.9950991665700617,0.49461179034654634,1.051017851119469e-06,95.0,94.54922528967111,narrow_keep
clustered,medium,259200,5,0.01,2,5184000.0,4752914.5200000005,4761904.12,4752814.32,1.0886401467486917,0.9981121837455225,0.19125089658456051,1.0542001421061792e-05,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,5,0.01,2,5184000.0,4752914.5200000005,4764928.984,4752814.32,1.087949354294281,0.9974788354648754,0.25489453583365407,1.0535312034254034e-05,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,5,0.01,5,5184000.0,4752914.5200000005,4767706.12,4752814.32,1.0873153398137718,0.9968975436766225,0.31332593695769795,4.236838322576811e-06,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,5,0.01,5,5184000.0,4752914.5200000005,4774604.728,4752814.32,1.0857446585531398,0.9954574754339623,0.4584737911663117,4.230717998220182e-06,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,5,0.01,10,5184000.0,4752914.5200000005,4776327.4799999995,4752814.32,1.0853527153879323,0.9950981250556967,0.49472077840395645,2.135531963147552e-06,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,5,0.01,10,5184000.0,4752914.5200000005,4776327.4799999995,4752814.32,1.0853527153879323,0.9950981250556967,0.49472077840395645,2.135531963147552e-06,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,5,0.01,20,5184000.0,4752914.5200000005,4776322.48,4752814.32,1.0853538515682466,0.995099166754754,0.49461557757637387,1.0887037091348153e-06,95.0,94.54922528967103,narrow_keep
random_avg,medium,259200,5,0.01,20,5184000.0,4752914.5200000005,4776322.48,4752814.32,1.0853538515682466,0.9950991667547541,0.494615577576365,1.0887037091348153e-06,95.0,94.54922528967111,narrow_keep
clustered,medium,259200,30,0,2,5184000.0,4753414.32,4762153.92,4752814.32,1.0885830418517846,0.9981647800245819,0.19650672993258844,6.299670381086716e-05,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,30,0,2,5184000.0,4753414.32,4765178.784,4752814.32,1.0878923218283565,0.9975314315580553,0.26015036918167755,6.295673158728915e-05,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,30,0,5,5184000.0,4753414.32,4767805.92,4752814.32,1.0872925800637456,0.996981504649837,0.31542574547704927,2.5168809723697815e-05,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,30,0,5,5184000.0,4753414.32,4774704.528,4752814.32,1.085721964503201,0.9955413452176016,0.4605735996856586,2.5132452882018538e-05,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,30,0,10,5184000.0,4753414.32,4776377.279999999,4752814.32,1.0853413991618353,0.9951923898272963,0.49576857864708224,1.2561821749558277e-05,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,30,0,10,5184000.0,4753414.32,4776377.279999999,4752814.32,1.0853413991618353,0.9951923898272963,0.49576857864708224,1.2561821749558277e-05,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,30,0,20,5184000.0,4753414.32,4776347.28,4752814.32,1.0853482161372487,0.9951986405812603,0.4951373736813647,6.280950324868337e-06,95.0,94.54922528967103,narrow_keep
random_avg,medium,259200,30,0,20,5184000.0,4753414.32,4776347.28,4752814.32,1.0853482161372487,0.9951986405812603,0.4951373736813558,6.280950324868338e-06,95.0,94.54922528967111,narrow_keep
clustered,medium,259200,30,0.001,2,5184000.0,4753414.34,4762153.9399999995,4752814.32,1.0885830372799752,0.9981647800322894,0.19650715073589176,6.300090332653128e-05,50.0,97.9035481883351,narrow_keep
random_avg,medium,259200,30,0.001,2,5184000.0,4753414.34,4765178.804,4752814.32,1.0878923172623456,0.9975314315684151,0.26015078998498087,6.296092843847395e-05,50.0,97.2020258186683,narrow_keep
clustered,medium,259200,30,0.001,5,5184000.0,4753414.34,4767805.9399999995,4752814.32,1.087292575502769,0.996981504662499,0.3154261662803526,2.5173004419722673e-05,80.0,96.5509986324222,narrow_keep
random_avg,medium,259200,30,0.001,5,5184000.0,4753414.34,4774704.5479999995,4752814.32,1.0857219599553904,0.9955413452362766,0.46057402048895746,2.5136641518874604e-05,80.0,94.95108279106131,narrow_keep
clustered,medium,259200,30,0.001,10,5184000.0,4753414.34,4776377.299999999,4752814.32,1.0853413946172137,0.9951923898474271,0.49576899945038555,1.2566008970857478e-05,90.0,94.54922528967124,narrow_keep
random_avg,medium,259200,30,0.001,10,5184000.0,4753414.34,4776377.299999999,4752814.32,1.0853413946172137,0.9951923898474271,0.49576899945038555,1.2566008970857478e-05,90.0,94.54922528967124,narrow_keep
clustered,medium,259200,30,0.001,20,5184000.0,4753414.34,4776347.3,4752814.32,1.08534821159257,0.995198640601365,0.495137794484668,6.285137598767158e-06,95.0,94.54922528967103,narrow_keep
