Total batches,143051.1474609375,Explicit schedule unit,one optimization step,DP overlap mode,lump
Event,Type,start time,end time,duration,Bytes to be transferred,Collective type,Parallelism,Locality,Degree,Lane,Step,Layer index,First layer,Last layer,Layer count,Bucket id,Unit kind,Ready time,Raw comm duration,Raw reconf duration,Hidden comm duration,Exposed comm duration,Hidden reconf duration,Exposed reconf duration,Stage index,Microbatch index,Scheduler explicit,Event provenance,Ordering source,topology_signature,Topology candidate tag,previous_event_type,previous_topology_signature,gap_from_previous_s
FWD_PP_STAGE_COMPUTE,Compute,45.56092648302712,46.284113306596076,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_4,0,NONE,48,59,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,59,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=4|microbatch=59|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,45.56096563257278,45.56096563257279,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_5_QUEUE,0,NONE,60,71,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,5,58,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=5|microbatch=58|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_RECV,Comm,45.56096563257279,45.56100478211845,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_5_6_FWD,0,NONE,72,83,12,NONE,NONE,45.56096563257279,NONE,NONE,NONE,NONE,NONE,NONE,6,57,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=5|to_stage=6|microbatch=57|phase=fwd|direction=send_recv,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_SEND,Comm,45.56096563257279,45.56100478211845,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_5_6_FWD,0,NONE,60,71,12,NONE,NONE,45.56096563257279,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,5,57,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=5|to_stage=6|microbatch=57|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,45.56096563257279,46.28415245614175,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_5,0,NONE,60,71,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,5,58,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=5|microbatch=58|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_RECV,Comm,45.56100478211845,45.561043931664116,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_6_7_FWD,0,NONE,84,95,12,NONE,NONE,45.56100478211845,NONE,NONE,NONE,NONE,NONE,NONE,7,56,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=6|to_stage=7|microbatch=56|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_SEND,Comm,45.56100478211845,45.561043931664116,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_6_7_FWD,0,NONE,72,83,12,NONE,NONE,45.56100478211845,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,6,56,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=6|to_stage=7|microbatch=56|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,45.56100478211845,46.28419160568741,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_6,0,NONE,72,83,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6,57,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=6|microbatch=57|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,45.561043931664116,45.56104393166412,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_7_QUEUE,0,NONE,84,95,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,56,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=7|microbatch=56|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_STAGE_COMPUTE,Compute,45.56104393166412,46.28423075523308,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_7,0,NONE,84,95,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,56,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=7|microbatch=56|phase=fwd_compute,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_RECV,Comm,46.283956708413406,46.28399585795907,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_0_1_FWD,0,NONE,12,23,12,NONE,NONE,46.283956708413406,NONE,NONE,NONE,NONE,NONE,NONE,1,63,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=0|to_stage=1|microbatch=63|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.00027404681967624356
FWD_PP_SEND,Comm,46.283956708413406,46.28399585795907,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_0_1_FWD,0,NONE,0,11,12,NONE,NONE,46.283956708413406,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,0,63,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=0|to_stage=1|microbatch=63|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,46.283956708413406,47.007143531982365,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_0,0,NONE,0,11,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,64,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=0|microbatch=64|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,46.28399585795907,46.28399585795908,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_1_QUEUE,0,NONE,12,23,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,63,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=1|microbatch=63|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_RECV,Comm,46.28399585795908,46.28403500750474,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_1_2_FWD,0,NONE,24,35,12,NONE,NONE,46.28399585795908,NONE,NONE,NONE,NONE,NONE,NONE,2,62,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=1|to_stage=2|microbatch=62|phase=fwd|direction=send_recv,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_SEND,Comm,46.28399585795908,46.28403500750474,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_1_2_FWD,0,NONE,12,23,12,NONE,NONE,46.28399585795908,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,1,62,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=1|to_stage=2|microbatch=62|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,46.28399585795908,47.007182681528036,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_1,0,NONE,12,23,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,63,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=1|microbatch=63|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_RECV,Comm,46.28403500750474,46.284074157050405,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_2_3_FWD,0,NONE,36,47,12,NONE,NONE,46.28403500750474,NONE,NONE,NONE,NONE,NONE,NONE,3,61,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=2|to_stage=3|microbatch=61|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_SEND,Comm,46.28403500750474,46.284074157050405,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_2_3_FWD,0,NONE,24,35,12,NONE,NONE,46.28403500750474,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,2,61,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=2|to_stage=3|microbatch=61|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,46.28403500750474,47.0072218310737,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_2,0,NONE,24,35,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,2,62,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=2|microbatch=62|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,46.284074157050405,46.28407415705041,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_3_QUEUE,0,NONE,36,47,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,61,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=3|microbatch=61|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_RECV,Comm,46.28407415705041,46.284113306596076,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_3_4_FWD,0,NONE,48,59,12,NONE,NONE,46.28407415705041,NONE,NONE,NONE,NONE,NONE,NONE,4,60,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=3|to_stage=4|microbatch=60|phase=fwd|direction=send_recv,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_SEND,Comm,46.28407415705041,46.284113306596076,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_3_4_FWD,0,NONE,36,47,12,NONE,NONE,46.28407415705041,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,3,60,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=3|to_stage=4|microbatch=60|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,46.28407415705041,47.00726098061937,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_3,0,NONE,36,47,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,61,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=3|microbatch=61|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_RECV,Comm,46.284113306596076,46.28415245614174,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_4_5_FWD,0,NONE,60,71,12,NONE,NONE,46.284113306596076,NONE,NONE,NONE,NONE,NONE,NONE,5,59,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=4|to_stage=5|microbatch=59|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_SEND,Comm,46.284113306596076,46.28415245614174,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_4_5_FWD,0,NONE,48,59,12,NONE,NONE,46.284113306596076,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,4,59,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=4|to_stage=5|microbatch=59|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,46.284113306596076,47.007300130165035,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_4,0,NONE,48,59,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,60,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=4|microbatch=60|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,46.28415245614174,46.28415245614175,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_5_QUEUE,0,NONE,60,71,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,5,59,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=5|microbatch=59|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_RECV,Comm,46.28415245614175,46.28419160568741,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_5_6_FWD,0,NONE,72,83,12,NONE,NONE,46.28415245614175,NONE,NONE,NONE,NONE,NONE,NONE,6,58,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=5|to_stage=6|microbatch=58|phase=fwd|direction=send_recv,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_SEND,Comm,46.28415245614175,46.28419160568741,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_5_6_FWD,0,NONE,60,71,12,NONE,NONE,46.28415245614175,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,5,58,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=5|to_stage=6|microbatch=58|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,46.28415245614175,47.007339279710706,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_5,0,NONE,60,71,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,5,59,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=5|microbatch=59|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_RECV,Comm,46.28419160568741,46.284230755233075,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_6_7_FWD,0,NONE,84,95,12,NONE,NONE,46.28419160568741,NONE,NONE,NONE,NONE,NONE,NONE,7,57,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=6|to_stage=7|microbatch=57|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_SEND,Comm,46.28419160568741,46.284230755233075,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_6_7_FWD,0,NONE,72,83,12,NONE,NONE,46.28419160568741,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,6,57,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=6|to_stage=7|microbatch=57|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,46.28419160568741,47.00737842925637,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_6,0,NONE,72,83,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6,58,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=6|microbatch=58|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,46.284230755233075,46.28423075523308,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_7_QUEUE,0,NONE,84,95,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,57,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=7|microbatch=57|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_STAGE_COMPUTE,Compute,46.28423075523308,47.00741757880204,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_7,0,NONE,84,95,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,57,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=7|microbatch=57|phase=fwd_compute,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_RECV,Comm,47.007143531982365,47.00718268152803,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_0_1_FWD,0,NONE,12,23,12,NONE,NONE,47.007143531982365,NONE,NONE,NONE,NONE,NONE,NONE,1,64,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=0|to_stage=1|microbatch=64|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.00027404681967624356
FWD_PP_SEND,Comm,47.007143531982365,47.00718268152803,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_0_1_FWD,0,NONE,0,11,12,NONE,NONE,47.007143531982365,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,0,64,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=0|to_stage=1|microbatch=64|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,47.007143531982365,47.730330355551324,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_0,0,NONE,0,11,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,65,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=0|microbatch=65|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,47.00718268152803,47.007182681528036,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_1_QUEUE,0,NONE,12,23,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,64,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=1|microbatch=64|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_RECV,Comm,47.007182681528036,47.0072218310737,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_1_2_FWD,0,NONE,24,35,12,NONE,NONE,47.007182681528036,NONE,NONE,NONE,NONE,NONE,NONE,2,63,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=1|to_stage=2|microbatch=63|phase=fwd|direction=send_recv,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_SEND,Comm,47.007182681528036,47.0072218310737,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_1_2_FWD,0,NONE,12,23,12,NONE,NONE,47.007182681528036,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,1,63,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=1|to_stage=2|microbatch=63|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,47.007182681528036,47.730369505096995,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_1,0,NONE,12,23,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,64,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=1|microbatch=64|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_RECV,Comm,47.0072218310737,47.007260980619364,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_2_3_FWD,0,NONE,36,47,12,NONE,NONE,47.0072218310737,NONE,NONE,NONE,NONE,NONE,NONE,3,62,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=2|to_stage=3|microbatch=62|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_SEND,Comm,47.0072218310737,47.007260980619364,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_2_3_FWD,0,NONE,24,35,12,NONE,NONE,47.0072218310737,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,2,62,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=2|to_stage=3|microbatch=62|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,47.0072218310737,47.73040865464266,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_2,0,NONE,24,35,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,2,63,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=2|microbatch=63|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,47.007260980619364,47.00726098061937,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_3_QUEUE,0,NONE,36,47,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,62,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=3|microbatch=62|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_RECV,Comm,47.00726098061937,47.007300130165035,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_3_4_FWD,0,NONE,48,59,12,NONE,NONE,47.00726098061937,NONE,NONE,NONE,NONE,NONE,NONE,4,61,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=3|to_stage=4|microbatch=61|phase=fwd|direction=send_recv,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_SEND,Comm,47.00726098061937,47.007300130165035,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_3_4_FWD,0,NONE,36,47,12,NONE,NONE,47.00726098061937,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,3,61,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=3|to_stage=4|microbatch=61|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,47.00726098061937,47.73044780418833,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_3,0,NONE,36,47,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,62,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=3|microbatch=62|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_RECV,Comm,47.007300130165035,47.0073392797107,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_4_5_FWD,0,NONE,60,71,12,NONE,NONE,47.007300130165035,NONE,NONE,NONE,NONE,NONE,NONE,5,60,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=4|to_stage=5|microbatch=60|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_SEND,Comm,47.007300130165035,47.0073392797107,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_4_5_FWD,0,NONE,48,59,12,NONE,NONE,47.007300130165035,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,4,60,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=4|to_stage=5|microbatch=60|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,47.007300130165035,47.730486953733994,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_4,0,NONE,48,59,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,61,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=4|microbatch=61|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_WAIT_FOR_STAGE,Wait,47.0073392797107,47.007339279710706,7.105427357601002e-15,NONE,NONE,PP,NONE,0,PP_STAGE_5_QUEUE,0,NONE,60,71,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,5,60,yes,scheduler_explicit,phase5b_pp_idle_scheduler,none,stage=5|microbatch=60|phase=fwd|reason=stage_busy_after_activation_ready,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_RECV,Comm,47.007339279710706,47.00737842925637,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_5_6_FWD,0,NONE,72,83,12,NONE,NONE,47.007339279710706,NONE,NONE,NONE,NONE,NONE,NONE,6,59,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=5|to_stage=6|microbatch=59|phase=fwd|direction=send_recv,FWD_PP_WAIT_FOR_STAGE,none,0.0
FWD_PP_SEND,Comm,47.007339279710706,47.00737842925637,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_5_6_FWD,0,NONE,60,71,12,NONE,NONE,47.007339279710706,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,5,59,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=5|to_stage=6|microbatch=59|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,47.007339279710706,47.730526103279665,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_5,0,NONE,60,71,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,5,60,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=5|microbatch=60|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
FWD_PP_RECV,Comm,47.00737842925637,47.007417578802034,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_6_7_FWD,0,NONE,84,95,12,NONE,NONE,47.00737842925637,NONE,NONE,NONE,NONE,NONE,NONE,7,58,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=6|to_stage=7|microbatch=58|phase=fwd|direction=send_recv,FWD_PP_STAGE_COMPUTE,none,-0.7231476740232949
FWD_PP_SEND,Comm,47.00737842925637,47.007417578802034,3.914954566397455e-05,20132659.200000003,P2P,PP,INTER,8,PP_EDGE_6_7_FWD,0,NONE,72,83,12,NONE,NONE,47.00737842925637,3.914954566666667e-05,NONE,NONE,NONE,NONE,NONE,6,58,yes,scheduler_explicit,phase5a_pp_scheduler,pp_inter,from_stage=6|to_stage=7|microbatch=58|phase=fwd|direction=send_recv,FWD_PP_RECV,pp_inter,-3.914954566397455e-05
FWD_PP_STAGE_COMPUTE,Compute,47.00737842925637,47.73056525282533,0.7231868235689589,NONE,NONE,NONE,NONE,0,PP_STAGE_6,0,NONE,72,83,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6,59,yes,scheduler_explicit,phase5a_pp_scheduler,none,stage=6|microbatch=59|phase=fwd_compute,FWD_PP_SEND,pp_inter,-3.914954566397455e-05
