Layer, Type, start time, end time, duration, Bytes to be transferred, Collective type, Parallelism, Locality, Degree, SRC, DEST
'FWD_MHA', 'Compute', 4904.2243589566415, 4930.156222199102, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4930.156222199102, 4959.954181217512, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4959.954181217512, 4985.886044459972, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4985.886044459972, 5015.684003478383, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5015.684003478383, 5041.615866720843, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5041.615866720843, 5071.413825739253, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5071.413825739253, 5097.3456889817135, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5097.3456889817135, 5127.143648000124, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5127.143648000124, 5153.075511242584, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5153.075511242584, 5182.8734702609945, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5182.8734702609945, 5208.805333503455, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5208.805333503455, 5238.603292521865, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5238.603292521865, 5264.535155764325, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5264.535155764325, 5294.333114782736, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5294.333114782736, 5320.264978025196, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5320.264978025196, 5350.062937043606, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5350.062937043606, 5375.9948002860665, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5375.9948002860665, 5405.792759304477, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5405.792759304477, 5431.724622546937, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5431.724622546937, 5461.5225815653475, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5461.5225815653475, 5487.454444807808, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5487.454444807808, 5517.252403826218, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5517.252403826218, 5543.184267068678, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5543.184267068678, 5572.982226087089, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5572.982226087089, 5598.914089329549, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5598.914089329549, 5628.712048347959, 29.797959018410722, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5628.712048347959, 5654.6439115904195, 25.931863242460267, 'NONE', 'NONE', 'NONE', 0
