Layer, Type, start time, end time, duration, Bytes to be transferred, Collective type, Parallelism, Locality, Degree, SRC, DEST
'FWD_MHA', 'Compute', 0, 25.87674803121012, 25.87674803121012, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA_0', 'Comm', 25.87674803121012, 25.883906315036786, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_TP_COMM_INTRA_1', 'Comm', 25.87674803121012, 25.883906315036786, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_FFN', 'Compute', 25.891064598863455, 40.78944685344776, 14.898382254584305, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA_0', 'Comm', 40.78944685344776, 40.796605137274426, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_TP_COMM_INTRA_1', 'Comm', 40.78944685344776, 40.796605137274426, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_MHA', 'Compute', 40.80376342110109, 66.68051145231121, 25.87674803121012, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA_0', 'Comm', 66.68051145231121, 66.68766973613788, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_TP_COMM_INTRA_1', 'Comm', 66.68051145231121, 66.68766973613788, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_FFN', 'Compute', 66.69482801996455, 81.59321027454885, 14.898382254584305, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA_0', 'Comm', 81.59321027454885, 81.60036855837552, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_TP_COMM_INTRA_1', 'Comm', 81.59321027454885, 81.60036855837552, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_MHA', 'Compute', 81.60752684220219, 107.48427487341232, 25.87674803121012, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA_0', 'Comm', 107.48427487341232, 107.49143315723899, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_TP_COMM_INTRA_1', 'Comm', 107.48427487341232, 107.49143315723899, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_FFN', 'Compute', 107.49859144106566, 122.39697369564996, 14.898382254584305, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA_0', 'Comm', 122.39697369564996, 122.40413197947663, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
'FWD_TP_COMM_INTRA_1', 'Comm', 122.39697369564996, 122.40413197947663, 0.007158283826666666, 51539607552.0, 'P2P', 'TP', 'INTRA', 2, 3, 2
