Total batches, 35762, Processed Batches, 2
Layer, Type, start time, end time, duration, Bytes to be transferred, Collective type, Parallelism, Locality, Degree
'FWD_MHA', 'Compute', 0, 25.87674803121012, 25.87674803121012, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 25.87674803121012, 25.891064598863455, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 25.891064598863455, 40.78944685344776, 14.898382254584305, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 40.78944685344776, 40.80376342110109, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 40.80376342110109, 66.68051145231121, 25.87674803121012, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 66.68051145231121, 66.69482801996455, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 66.69482801996455, 81.59321027454885, 14.898382254584305, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 81.59321027454885, 81.60752684220219, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 81.60752684220219, 107.48427487341232, 25.87674803121012, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 107.48427487341232, 107.49859144106566, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 107.49859144106566, 122.39697369564996, 14.898382254584305, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 122.39697369564996, 122.4112902633033, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 122.4112902633033, 148.28803829451343, 25.87674803121012, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 148.28803829451343, 148.30235486216677, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 148.30235486216677, 163.20073711675107, 14.898382254584305, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 163.20073711675107, 163.2150536844044, 0.014316567653333332, 103079215104.0, 'ALLREDUCE', 'TP', 'INTRA', 2
