workload,regime,loss_budget,port_budget,baseline,baseline_depth_budget,pathbudget_depth_budget,baseline_time_s,pathbudget_time_s,oracle_time_s,speedup,oracle_gap_pct,verdict
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,strict,high,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)",none,,,0.8401640119472593,,,pathbudget_infeasible
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,strict,high,best_static_locality_aware,none,none,,,0.8401640119472593,,,pathbudget_infeasible
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,strict,high,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)",none,,,1.1376314783333334,,,pathbudget_infeasible
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,strict,high,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)",none,,,1.1376314783333334,,,pathbudget_infeasible
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,strict,high,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)",none,,,1.1376314783333334,,,pathbudget_infeasible
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,strict,high,best_static_locality_aware,none,none,,,1.1376314783333334,,,pathbudget_infeasible
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,low,shortest_feasible_equal,"D(TP1,PP1,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.21420218940000002,0.19752076494592594,0.18112168812617283,1.0844540292188563,9.054176222302646,ablation_signal
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,low,shortest_feasible_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.7712469572880001,0.756181186932,0.6691061797853333,1.0199234926977294,13.013630687823374,locality_ablation_only
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.0055994703328,0.9837905808408887,0.8401640119472593,1.0221682235189427,17.095063208044834,locality_ablation_only
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.38982864728,1.3646255405777776,1.1376314783333334,1.018468880988078,19.95321565618049,locality_ablation_only
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,medium,shortest_feasible_equal,"D(TP1,PP1,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.37101741577666664,0.19752076494592594,0.18112168812617283,1.8783717037458711,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.37054137794555553,0.19752076494592594,0.18112168812617283,1.8759616390053795,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.21420218940000002,0.19752076494592594,0.18112168812617283,1.0844540292188563,9.054176222302646,ablation_signal
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,medium,shortest_feasible_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",1.4339926388206665,0.756181186932,0.6691061797853333,1.8963611679347678,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",1.4339926388206665,0.756181186932,0.6691061797853333,1.8963611679347678,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.7712469572880001,0.756181186932,0.6691061797853333,1.0199234926977294,13.013630687823374,locality_ablation_only
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.0055994703328,0.9837905808408887,0.8401640119472593,1.0221682235189427,17.095063208044834,locality_ablation_only
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.38982864728,1.3646255405777776,1.1376314783333334,1.018468880988078,19.95321565618049,locality_ablation_only
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,high,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",,0.18112168812617283,0.18112168812617283,,0.0,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,high,shortest_feasible_equal,"D(TP1,PP1,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",0.37101741577666664,0.18112168812617283,0.18112168812617283,2.048442787912891,0.0,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,high,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",0.37054137794555553,0.18112168812617283,0.18112168812617283,2.045814511663724,0.0,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,medium,high,best_static_locality_aware,"D(TP2,PP3,DP3) U(TP8,PP2,DP2)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",0.1923147838377778,0.18112168812617283,0.18112168812617283,1.061798759869153,0.0,ablation_signal
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,high,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",,0.6691061797853333,0.6691061797853333,,0.0,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,high,shortest_feasible_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",1.4339926388206665,0.6691061797853333,0.6691061797853333,2.1431466068370923,0.0,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,high,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",1.4339926388206665,0.6691061797853333,0.6691061797853333,2.1431466068370923,0.0,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,medium,high,best_static_locality_aware,"D(TP2,PP3,DP3) U(TP8,PP2,DP2)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",0.6947865050759999,0.6691061797853333,0.6691061797853333,1.0383800450010872,0.0,locality_ablation_only
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP2,DP1)",,0.8401640119472593,0.8401640119472593,,0.0,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP2,DP1)",1.794531569612,0.8401640119472593,0.8401640119472593,2.135930061385027,0.0,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP2,DP1)",,0.8401640119472593,0.8401640119472593,,0.0,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,best_static_locality_aware,"D(TP2,PP3,DP3) U(TP8,PP2,DP2)","D(TP2,PP3,DP3) U(TP9,PP2,DP1)",0.8516611991706665,0.8401640119472593,0.8401640119472593,1.01368445572521,0.0,locality_ablation_only
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP8,PP2,DP2)",,1.1376314783333334,1.1376314783333334,,0.0,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP8,PP2,DP2)",2.4492391184999995,1.1376314783333334,1.1376314783333334,2.1529284000546585,0.0,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP8,PP2,DP2)",,1.1376314783333334,1.1376314783333334,,0.0,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,medium,high,best_static_locality_aware,"D(TP2,PP3,DP3) U(TP8,PP2,DP2)","D(TP2,PP3,DP3) U(TP8,PP2,DP2)",1.1376314783333334,1.1376314783333334,1.1376314783333334,1.0,0.0,locality_ablation_only
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,shortest_feasible_equal,"D(TP1,PP1,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.21420218940000002,0.19752076494592594,0.18112168812617283,1.0844540292188563,9.054176222302646,ablation_signal
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,low,shortest_feasible_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.7712469572880001,0.756181186932,0.6691061797853333,1.0199234926977294,13.013630687823374,locality_ablation_only
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.0055994703328,0.9837905808408887,0.8401640119472593,1.0221682235189427,17.095063208044834,locality_ablation_only
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,low,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.38982864728,1.3646255405777776,1.1376314783333334,1.018468880988078,19.95321565618049,locality_ablation_only
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.19752076494592594,0.18112168812617283,,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,shortest_feasible_equal,"D(TP1,PP1,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.37101741577666664,0.19752076494592594,0.18112168812617283,1.8783717037458711,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.37054137794555553,0.19752076494592594,0.18112168812617283,1.8759616390053795,9.054176222302646,diagnostic
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.21420218940000002,0.19752076494592594,0.18112168812617283,1.0844540292188563,9.054176222302646,ablation_signal
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",,0.756181186932,0.6691061797853333,,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,medium,shortest_feasible_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",1.4339926388206665,0.756181186932,0.6691061797853333,1.8963611679347678,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",1.4339926388206665,0.756181186932,0.6691061797853333,1.8963611679347678,13.013630687823374,diagnostic
GPT-3-175B-like_mixed_TP8_PP8_DP16,extra_parallelism_bandwidth_steering,relaxed,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP1,DP2)",0.7712469572880001,0.756181186932,0.6691061797853333,1.0199234926977294,13.013630687823374,locality_ablation_only
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,0.9837905808408887,0.8401640119472593,,17.095063208044834,diagnostic
Megatron-310B-like_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.0055994703328,0.9837905808408887,0.8401640119472593,1.0221682235189427,17.095063208044834,locality_ablation_only
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,shortest_feasible_equal,"D(TP1,PP3,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,fixed_locality_aware_equal,"D(TP1,PP2,DP3) U(TP4,PP4,DP4)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",,1.3646255405777776,1.1376314783333334,,19.95321565618049,diagnostic
Megatron-530B-like_large_PP-heavy_TP8_PP16_DP8,extra_parallelism_bandwidth_steering,relaxed,medium,best_static_locality_aware,"D(TP1,PP3,DP3) U(TP10,PP1,DP1)","D(TP1,PP3,DP3) U(TP9,PP2,DP1)",1.38982864728,1.3646255405777776,1.1376314783333334,1.018468880988078,19.95321565618049,locality_ablation_only
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,all_depth3_equal,"D(TP3,PP3,DP3) U(TP4,PP4,DP4)","D(TP2,PP3,DP3) U(TP9,PP1,DP2)",,0.18112168812617283,0.18112168812617283,,0.0,diagnostic
