Total batches, 35762, Processed Batches, 2
Layer, Type, start time, end time, duration, Bytes to be transferred, Collective type, Parallelism, Locality, Degree
'FWD_MHA', 'Compute', 0, 12.93839201560506, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 12.93839201560506, 12.952708583258394, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 12.952708583258394, 20.401908710550547, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 20.401908710550547, 20.416225278203882, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 20.416225278203882, 33.35461729380894, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 33.35461729380894, 33.368933861462274, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 33.368933861462274, 40.818133988754425, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 40.818133988754425, 40.83245055640776, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 40.83245055640776, 53.77084257201282, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 53.77084257201282, 53.78515913966615, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 53.78515913966615, 61.2343592669583, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 61.2343592669583, 61.24867583461163, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 61.24867583461163, 74.18706785021669, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 74.18706785021669, 74.20138441787003, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 74.20138441787003, 81.65058454516219, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 81.65058454516219, 81.66490111281553, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 81.66490111281553, 94.60329312842059, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 94.60329312842059, 94.61760969607393, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 94.61760969607393, 102.06680982336609, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 102.06680982336609, 102.08112639101942, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 102.08112639101942, 115.01951840662448, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 115.01951840662448, 115.03383497427782, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 115.03383497427782, 122.48303510156998, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 122.48303510156998, 122.49735166922332, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 122.49735166922332, 135.43574368482837, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 135.43574368482837, 135.4500602524817, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 135.4500602524817, 142.89926037977386, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 142.89926037977386, 142.9135769474272, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 142.9135769474272, 155.85196896303228, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 155.85196896303228, 155.86628553068562, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 155.86628553068562, 163.31548565797777, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 163.31548565797777, 163.3298022256311, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 163.3298022256311, 176.2681942412362, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 176.2681942412362, 176.28251080888953, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 176.28251080888953, 183.73171093618168, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 183.73171093618168, 183.74602750383502, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 183.74602750383502, 196.6844195194401, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 196.6844195194401, 196.69873608709344, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 196.69873608709344, 204.1479362143856, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 204.1479362143856, 204.16225278203893, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 204.16225278203893, 217.100644797644, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 217.100644797644, 217.11496136529735, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 217.11496136529735, 224.5641614925895, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 224.5641614925895, 224.57847806024284, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 224.57847806024284, 237.51687007584792, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 237.51687007584792, 237.53118664350126, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 237.53118664350126, 244.98038677079342, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 244.98038677079342, 244.99470333844675, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_MHA', 'Compute', 244.99470333844675, 257.93309535405183, 12.93839201560506, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 257.93309535405183, 257.94741192170517, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
'FWD_FFN', 'Compute', 257.94741192170517, 265.3966120489973, 7.449200127292153, 'NONE', 'NONE', 'NONE', 0
'FWD_TP_COMM_INTRA', 'Comm', 265.3966120489973, 265.41092861665066, 0.014316567653333332, 51539607552.0, 'ALLREDUCE', 'TP', 'INTRA', 2
