Layer, Type, start time, end time, duration, Bytes to be transferred, Collective type, Parallelism, Locality, Degree, SRC, DEST
'FWD_MHA', 'Compute', 0, 25.877960540452232, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 1837.296659948503, 1863.1746204889553, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 1863.1746204889553, 1892.972316310579, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 1892.972316310579, 1918.8502768510311, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 1918.8502768510311, 1948.6479726726548, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 1948.6479726726548, 1974.525933213107, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 1974.525933213107, 2004.3236290347306, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2004.3236290347306, 2030.2015895751829, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2030.2015895751829, 2059.9992853968065, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2059.9992853968065, 2085.8772459372585, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2085.8772459372585, 2115.674941758882, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2115.674941758882, 2141.552902299334, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2141.552902299334, 2171.350598120958, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2171.350598120958, 2197.22855866141, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2197.22855866141, 2227.0262544830334, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2227.0262544830334, 2252.9042150234854, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2252.9042150234854, 2282.701910845109, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2282.701910845109, 2308.579871385561, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2308.579871385561, 2338.3775672071847, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2338.3775672071847, 2364.2555277476367, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2364.2555277476367, 2394.0532235692604, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2394.0532235692604, 2419.9311841097124, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2419.9311841097124, 2449.728879931336, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2449.728879931336, 2475.606840471788, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2475.606840471788, 2505.4045362934116, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2505.4045362934116, 2531.2824968338637, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2531.2824968338637, 2561.0801926554873, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2561.0801926554873, 2586.9581531959393, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2586.9581531959393, 2616.755849017563, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2616.755849017563, 2642.633809558015, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2642.633809558015, 2672.4315053796386, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_PP_COMM_INTRA', 'Comm', 2672.4315053796386, 2672.4316545105517, 0.00014913091305555554, 51539607552.0, 'P2P', 'PP', 'INTRA', 2, 2, 3
'FWD_MHA', 'Compute', 2672.4316545105517, 2698.3096150510037, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2698.3096150510037, 2728.1073108726273, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2728.1073108726273, 2753.9852714130793, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2753.9852714130793, 2783.782967234703, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2783.782967234703, 2809.660927775155, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2809.660927775155, 2839.4586235967786, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2839.4586235967786, 2865.3365841372306, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2865.3365841372306, 2895.134279958854, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2895.134279958854, 2921.0122404993062, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2921.0122404993062, 2950.80993632093, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 2950.80993632093, 2976.687896861382, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 2976.687896861382, 3006.4855926830055, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3006.4855926830055, 3032.3635532234575, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3032.3635532234575, 3062.161249045081, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3062.161249045081, 3088.039209585533, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3088.039209585533, 3117.836905407157, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3117.836905407157, 3143.714865947609, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3143.714865947609, 3173.5125617692324, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3173.5125617692324, 3199.3905223096845, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3199.3905223096845, 3229.188218131308, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3229.188218131308, 3255.06617867176, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3255.06617867176, 3284.8638744933837, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3284.8638744933837, 3310.7418350338357, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3310.7418350338357, 3340.5395308554594, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3340.5395308554594, 3366.4174913959114, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3366.4174913959114, 3396.215187217535, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3396.215187217535, 3422.093147757987, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3422.093147757987, 3451.8908435796106, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3451.8908435796106, 3477.7688041200627, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3477.7688041200627, 3507.5664999416863, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3507.5664999416863, 3533.4444604821383, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3533.4444604821383, 3563.242156303762, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3563.242156303762, 3589.120116844214, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3589.120116844214, 3618.9178126658376, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3618.9178126658376, 3644.7957732062896, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3644.7957732062896, 3674.593469027913, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3674.593469027913, 3700.4714295683652, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3700.4714295683652, 3730.269125389989, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3730.269125389989, 3756.147085930441, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3756.147085930441, 3785.9447817520645, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3785.9447817520645, 3811.8227422925165, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3811.8227422925165, 3841.62043811414, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3841.62043811414, 3867.498398654592, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3867.498398654592, 3897.296094476216, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3897.296094476216, 3923.174055016668, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3923.174055016668, 3952.9717508382914, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 3952.9717508382914, 3978.8497113787435, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 3978.8497113787435, 4008.647407200367, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4008.647407200367, 4034.525367740819, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4034.525367740819, 4064.3230635624427, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4064.3230635624427, 4090.2010241028947, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4090.2010241028947, 4119.998719924518, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4119.998719924518, 4145.87668046497, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4145.87668046497, 4175.6743762865935, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4175.6743762865935, 4201.552336827046, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4201.552336827046, 4231.350032648669, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4231.350032648669, 4257.227993189122, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4257.227993189122, 4287.025689010745, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4287.025689010745, 4312.903649551197, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4312.903649551197, 4342.7013453728205, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4342.7013453728205, 4368.579305913273, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4368.579305913273, 4398.377001734896, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4398.377001734896, 4424.254962275349, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4424.254962275349, 4454.052658096972, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4454.052658096972, 4479.930618637424, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4479.930618637424, 4509.728314459047, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4509.728314459047, 4535.6062749995, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4535.6062749995, 4565.403970821123, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4565.403970821123, 4591.2819313615755, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4591.2819313615755, 4621.079627183199, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4621.079627183199, 4646.957587723651, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4646.957587723651, 4676.755283545274, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4676.755283545274, 4702.633244085727, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4702.633244085727, 4732.43093990735, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4732.43093990735, 4758.308900447802, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4758.308900447802, 4788.106596269426, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4788.106596269426, 4813.984556809878, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4813.984556809878, 4843.782252631501, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4843.782252631501, 4869.660213171954, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4869.660213171954, 4899.457908993577, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4899.457908993577, 4925.335869534029, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4925.335869534029, 4955.1335653556525, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 4955.1335653556525, 4981.011525896105, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 4981.011525896105, 5010.809221717728, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5010.809221717728, 5036.687182258181, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5036.687182258181, 5066.484878079804, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5066.484878079804, 5092.362838620256, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5092.362838620256, 5122.1605344418795, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5122.1605344418795, 5148.038494982332, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5148.038494982332, 5177.836190803955, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5177.836190803955, 5203.714151344408, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5203.714151344408, 5233.511847166031, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5233.511847166031, 5259.389807706483, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5259.389807706483, 5289.187503528106, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_MHA', 'Compute', 5289.187503528106, 5315.065464068559, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'FWD_FFN', 'Compute', 5315.065464068559, 5344.863159890182, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'FWD_PP_COMM_INTRA', 'Comm', 5344.863159890182, 5344.863309021095, 0.00014913091305555554, 51539607552.0, 'P2P', 'PP', 'INTRA', 2, 2, 3
'BWD_MHA', 'Compute', 5344.863309021095, 5370.741269561548, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5370.741269561548, 5400.538965383171, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5400.538965383171, 5426.416925923623, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5426.416925923623, 5456.214621745246, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5456.214621745246, 5482.092582285699, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5482.092582285699, 5511.890278107322, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5511.890278107322, 5537.7682386477745, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5537.7682386477745, 5567.565934469398, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5567.565934469398, 5593.44389500985, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5593.44389500985, 5623.241590831473, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5623.241590831473, 5649.119551371926, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5649.119551371926, 5678.917247193549, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5678.917247193549, 5704.795207734001, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5704.795207734001, 5734.592903555625, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5734.592903555625, 5760.470864096077, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5760.470864096077, 5790.2685599177, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5790.2685599177, 5816.146520458153, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5816.146520458153, 5845.944216279776, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5845.944216279776, 5871.822176820228, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5871.822176820228, 5901.6198726418515, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
'BWD_MHA', 'Compute', 5901.6198726418515, 5927.497833182304, 25.877960540452232, 'NONE', 'NONE', 'NONE', 0
'BWD_FFN', 'Compute', 5927.497833182304, 5957.295529003927, 29.797695821623574, 'NONE', 'NONE', 'NONE', 0
