workload,regime,loss_budget,port_budget,assignment,time_s,port_usage,max_loss_db,feasible,failure_reason
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,TP3-PP2-DP1,,10.6,10.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,TP3-PP2-DP2,,12.6,10.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,TP3-PP2-DP3,,15.6,10.5,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,TP3-PP3-DP1,,13.0,10.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,TP3-PP3-DP2,,15.0,10.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,low,TP3-PP3-DP3,,18.0,10.5,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP1-DP2,,5.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP1-DP3,0.37101741577666664,8.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP2-DP1,,4.6000000000000005,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP2-DP2,,6.6000000000000005,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP2-DP3,0.37054137794555553,9.600000000000001,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP3-DP1,,7.000000000000001,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP3-DP2,,9.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP1-PP3-DP3,0.37056039903,12.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP1-DP1,,5.3999999999999995,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP1-DP2,,7.3999999999999995,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP1-DP3,0.29082349293222226,10.399999999999999,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP2-DP1,,7.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP2-DP2,,9.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP2-DP3,0.29034745510111115,12.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP3-DP1,,9.4,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP3-DP2,,11.4,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP2-PP3-DP3,,14.4,10.5,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP1-DP1,,9.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP1-DP2,,11.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP1-DP3,,14.0,10.5,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP2-DP1,,10.6,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP2-DP2,,12.6,10.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP2-DP3,,15.6,10.5,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP3-DP1,,13.0,10.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP3-DP2,,15.0,10.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,medium,TP3-PP3-DP3,,18.0,10.5,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP1-DP2,,5.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP1-DP3,0.37101741577666664,8.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP2-DP1,,4.6000000000000005,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP2-DP2,,6.6000000000000005,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP2-DP3,0.37054137794555553,9.600000000000001,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP3-DP1,,7.000000000000001,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP3-DP2,,9.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP1-PP3-DP3,0.37056039903,12.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP1-DP1,,5.3999999999999995,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP1-DP2,,7.3999999999999995,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP1-DP3,0.29082349293222226,10.399999999999999,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP2-DP1,,7.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP2-DP2,,9.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP2-DP3,0.29034745510111115,12.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP3-DP1,,9.4,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP3-DP2,,11.4,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP2-PP3-DP3,0.2903664761855556,14.4,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP1-DP1,,9.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP1-DP2,,11.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP1-DP3,0.44460813151000006,14.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP2-DP1,,10.6,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP2-DP2,,12.6,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP2-DP3,0.44413209367888895,15.6,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP3-DP1,,13.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP3-DP2,,15.0,10.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,extra_parallelism_bandwidth_steering,relaxed,high,TP3-PP3-DP3,0.4441511147633334,18.0,10.5,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP1-DP3,,7.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP2-DP3,,8.2,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP3-DP1,,6.2,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP3-DP2,,7.7,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP1-PP3-DP3,,10.2,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP1-DP3,,8.8,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP2-DP2,,7.5,6.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP2-DP3,,10.0,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP3-DP1,,8.0,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP3-DP2,,9.5,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP2-PP3-DP3,,12.0,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP1-DP1,,7.8,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP1-DP2,,9.3,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP1-DP3,,11.8,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP2-DP1,,9.0,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP2-DP2,,10.5,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP2-DP3,,13.0,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP3-DP1,,11.0,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP3-DP2,,12.5,11.0,False,loss+port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,low,TP3-PP3-DP3,,15.0,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP1-DP3,,7.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP2-DP3,,8.2,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP3-DP1,,6.2,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP3-DP2,,7.7,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP1-PP3-DP3,,10.2,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP1-DP3,,8.8,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP2-DP2,,7.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP2-DP3,,10.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP3-DP1,,8.0,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP3-DP2,,9.5,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP2-PP3-DP3,,12.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP1-DP1,,7.8,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP1-DP2,,9.3,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP1-DP3,,11.8,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP2-DP1,,9.0,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP2-DP2,,10.5,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP2-DP3,,13.0,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP3-DP1,,11.0,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP3-DP2,,12.5,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,medium,TP3-PP3-DP3,,15.0,11.0,False,loss+port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP1-DP3,,7.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP2-DP3,,8.2,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP3-DP1,,6.2,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP3-DP2,,7.7,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP1-PP3-DP3,,10.2,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP1-DP3,,8.8,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP2-DP2,,7.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP2-DP3,,10.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP3-DP1,,8.0,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP3-DP2,,9.5,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP2-PP3-DP3,,12.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP1-DP1,,7.8,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP1-DP2,,9.3,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP1-DP3,,11.8,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP2-DP1,,9.0,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP2-DP2,,10.5,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP2-DP3,,13.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP3-DP1,,11.0,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP3-DP2,,12.5,11.0,False,loss+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,strict,high,TP3-PP3-DP3,,15.0,11.0,False,loss
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP1-DP3,0.33262618652000003,7.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP2-DP3,,8.2,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP3-DP1,,6.2,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP3-DP2,,7.7,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP1-PP3-DP3,,10.2,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP1-DP3,,8.8,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP2-DP2,,7.5,6.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP2-DP3,,10.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP3-DP1,,8.0,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP3-DP2,,9.5,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP2-PP3-DP3,,12.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP1-DP1,,7.8,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP1-DP2,,9.3,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP1-DP3,,11.8,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP2-DP1,,9.0,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP2-DP2,,10.5,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP2-DP3,,13.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP3-DP1,,11.0,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP3-DP2,,12.5,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,low,TP3-PP3-DP3,,15.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP1-DP3,0.33262618652000003,7.0,11.0,True,
